year,month,legacy,region,contract,contract_name,consolidated_contact,consolidated_contract_name,state,provider_group_type,provider_group,provider_engage_level,provider_meetings,measure,goal,four_star_thresh,provider_group_goal,members,den_ytd,num_ytd,den_rolling,num_rolling,den_proj,num_proj,num_proj_0,num_proj_1_19,num_proj_20_39,num_proj_40_59,num_proj_60_79,num_proj_80_99,num_proj_100,ninety_ds_opp,gap_opp,med_sync_opp,chronic_non_adh_opp,live_calls,ivr_calls
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,8,5,8,5.21,8,5.21,2,0,1,0,0,0,5,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,HI,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,2795,2392,2795,2343.06,2795,2343.06,315,20,49,47,91,333,1940,1113,598,658,26,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,9155,7933,9155,7755.76,9155,7755.76,916,80,161,131,314,1371,6182,2852,1902,1115,64,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,10029,8386,10029,8215.66,10029,8215.66,1212,107,224,166,419,1470,6431,2986,2053,1142,63,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,ID,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IL,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IL,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,3,3,3,2.91,3,2.91,0,0,0,0,0,1,2,2,2,1,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KS,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KS,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,4,1,4,0.89,4,0.89,3,0,0,0,0,1,0,4,0,2,1,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KS,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KY,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KY,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MI,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MN,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,0,4,0,4,0,4,0,0,0,0,0,0,4,1,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,4,4,2.2,4,2.2,0,0,2,0,2,0,0,2,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MS,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,1.82,2,1.82,0,0,0,0,0,2,0,2,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NC,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NC,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NE,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,3,1,3,0.67,3,0.67,0,2,0,1,0,0,0,1,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NE,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,9,6,9,7.45,9,7.45,1,0,0,0,1,2,5,4,2,1,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NE,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,8,6,8,5.29,8,5.29,2,0,0,1,0,1,4,6,2,2,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,OK,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,OK,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,OK,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SC,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,87,79,87,75.67,87,75.67,8,0,2,1,5,3,68,42,18,18,1,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,248,206,248,202.84,248,202.84,34,0,6,0,8,35,165,79,41,23,6,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,243,198,243,193.3,243,193.3,32,7,5,8,6,25,160,78,44,19,7,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TN,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TN,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TN,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,1,1,0.73,1,0.73,0,0,0,0,1,0,0,1,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,6,5,6,4.82,6,4.82,1,0,0,0,0,2,3,3,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,3,4,2.8,4,2.8,1,0,0,0,0,2,1,1,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WA,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WI,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AR,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,11,11,11,11,11,11,0,0,0,0,0,0,11,0,2,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,14,9,14,7.38,14,7.38,3,2,0,2,3,0,4,3,3,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CA,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CA,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CO,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CO,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CO,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,10,10,10,9.1,10,9.1,0,0,0,0,3,0,7,3,3,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,5,2,5,3,5,3,2,0,0,0,0,0,3,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,HI,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,2803,2392,2803,2362.69,2803,2362.69,375,10,7,80,41,0,2290,1113,589,663,26,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,9253,7924,9253,7850.76,9253,7850.76,1175,23,146,93,178,37,7601,2875,1900,1125,64,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,10158,8417,10158,8320.92,10158,8320.92,1558,30,143,165,219,24,8019,3002,2045,1156,65,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,ID,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IL,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,3,3,3,3,3,3,0,0,0,0,0,0,3,2,2,1,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KS,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KS,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,4,1,4,1,4,1,3,0,0,0,0,0,1,4,0,2,1,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KS,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KY,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KY,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MI,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MN,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,0,4,0,4,0,4,0,0,0,0,0,0,4,1,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,1.5,2,1.5,0,0,0,0,2,0,0,2,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MS,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NC,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NC,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NE,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,3,0,3,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NE,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,9,8,9,7.58,9,7.58,1,0,0,1,0,0,7,4,2,1,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NE,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,8,6,8,6,8,6,2,0,0,0,0,0,6,6,2,2,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,OK,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,OK,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,OK,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SC,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,89,79,89,77.92,89,77.92,10,0,0,2,0,0,77,43,18,18,1,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,246,207,246,203.79,246,203.79,38,0,2,2,6,0,198,80,41,24,6,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,244,194,244,198.74,244,198.74,41,1,1,2,6,0,193,79,47,19,7,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TN,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TN,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TN,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,3,3,3,3,3,3,0,0,0,0,0,0,3,2,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,1,2,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WA,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WI,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,11,11,11,11,11,11,0,0,0,0,0,0,11,0,2,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,14,9,14,9,14,9,5,0,0,0,0,0,9,3,3,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CA,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CA,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CO,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,10,10,10,10,10,10,0,0,0,0,0,0,10,3,3,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,3,3,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,HI,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,2808,2375,2808,2379.06,2808,2379.06,427,2,0,0,0,0,2379,1100,577,663,27,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,9290,7903,9290,7891.5,9290,7891.5,1375,24,1,0,0,0,7890,2869,1900,1124,65,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,10237,8386,10237,8383.12,10237,8383.12,1833,21,1,0,0,0,8382,3001,2047,1163,69,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,ID,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IL,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,3,3,3,3,3,3,0,0,0,0,0,0,3,2,2,1,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KS,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KS,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,4,1,4,1,4,1,3,0,0,0,0,0,1,4,0,2,1,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KS,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KY,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,KY,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MN,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,0,4,0,4,0,4,0,0,0,0,0,0,4,1,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NE,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NE,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,8,7,8,7,8,7,1,0,0,0,0,0,7,4,2,1,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,NE,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,7,5,7,5,7,5,2,0,0,0,0,0,5,6,2,2,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,OK,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,OK,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,OK,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SC,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,90,79,90,79,90,79,11,0,0,0,0,0,79,44,18,18,1,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,252,212,252,212,252,212,40,0,0,0,0,0,212,80,43,24,6,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,251,203,251,203,251,203,48,0,0,0,0,0,203,79,49,19,8,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,5,5,5,5,5,5,0,0,0,0,0,0,5,2,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,3,4,3,4,3,1,0,0,0,0,0,3,1,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WA,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
